__mclCluster	PRWP_single	PRWP	score	name
48.0	0.0	0.0	0.0	ARF6
494.0	0.447517989677	0.230445252323	0.12	USO1
32.0	0.0	0.0280591265254	0.0	FOS
495.0	0.0	0.0	0.0	EP400
51.0	0.0	0.0	0.0	ACTA1
51.0	0.0	0.0	0.0	MINPP1
4.0	0.0	0.0549962665512	0.0	WNK2
140.0	0.0	0.0	0.0	UBE2I
15.0	0.0	0.0476783280669	0.0	CKMT1B
15.0	0.0	0.0476783280669	0.0	IKBKE
30.0	0.0	0.0533902658268	0.0	USPL1
42.0	0.0	0.0377083251437	0.0	PGD
675.0	0.447517989677	0.307260336431	0.12	JAK2
141.0	0.0	0.0921781009294	0.0	PTPRJ
366.0	0.0	0.0	0.0	POLDIP3
366.0	0.0	0.0	0.0	NCBP1
965.0	0.0	0.0	0.0	ECHS1
43.0	0.477357362766	0.0393297218699	0.128001297944	MDM2
43.0	0.0	0.0393297218699	0.0	DAAM2
102.0	0.0	0.0710666224859	0.0	MERTK
102.0	0.0	0.0710666224859	0.0	BMPR2
0.0	0.0	0.0	0.0	OTUB1
1.0	0.0	0.0173935825718	0.0	DDX23
163.0	0.0	0.0	0.0	NOD2
676.0	0.0	0.0	0.0	NLRP1
496.0	0.0	0.0	0.0	ANP32A
496.0	0.0	0.0	0.0	GZMA
141.0	0.447517989677	0.0921781009294	0.12	PTPRK
966.0	0.0	0.0	0.0	PXN
10.0	0.0	0.0213465885376	0.0	ZNF395
10.0	0.0	0.0213465885376	0.0	HDAC1
231.0	0.0	0.140557529568	0.0	CDC6
0.0	0.0	0.0	0.0	ATR
5.0	0.0	0.0	0.0	DARS2
5.0	0.0	0.0	0.0	AIMP2
967.0	0.0	0.0	0.0	HIST2H3D
127.0	0.0	0.0	0.0	KMT2C
3.0	0.0	0.0311077696638	0.0	MELK
497.0	0.0	0.0	0.0	BABAM1
164.0	0.0	0.0	0.0	BRF2
45.0	0.447517989677	0.0384075420539	0.12	KDELR1
40.0	0.514551532906	0.0771018244178	0.137974752687	MYC
968.0	0.0	0.0	0.0	AP2A1
165.0	0.0	0.0	0.0	HSPA4
677.0	0.0	0.0	0.0	DNAJB11
17.0	0.0	0.0177466067463	0.0	RHOH
0.0	0.0	0.0	0.0	ARHGDIA
678.0	0.0	0.0	0.0	NFKBIA
52.0	0.0	0.0838930500732	0.0	UBE2D2
367.0	0.0	0.0	0.0	PLD1
0.0	0.0	0.0	0.0	RPS6KA3
198.0	0.0	0.0	0.0	NEFM
0.0	0.0	0.0	0.0	FNBP1
36.0	0.0	0.0	0.0	MAP1LC3C
2.0	0.0	0.0255001737996	0.0	MS4A1
54.0	0.0	0.0439936234436	0.0	CSNK2A2
23.0	0.641885828059	0.0534761616393	0.172118889394	CTNNB1
1.0	0.0	0.0173935825718	0.0	RBMX
679.0	0.0	0.0	0.0	SRRM1
290.0	0.0	0.0	0.0	HIST1H3J
10.0	0.0	0.0213465885376	0.0	GATAD2B
2.0	0.0	0.0255001737996	0.0	FER
73.0	0.512539293486	0.243105760717	0.13743517945	CDH1
0.0	0.0	0.0	0.0	SIAH2
0.0	0.0	0.0	0.0	PIAS3
232.0	0.0	0.0	0.0	USP8
232.0	0.0	0.0	0.0	CHMP6
233.0	0.0	0.0	0.0	GPRASP1
680.0	0.0	0.0	0.0	F2RL1
79.0	0.0	0.120058684854	0.0	RERE
368.0	0.0	0.0	0.0	LZTR1
969.0	0.0	0.0	0.0	CBX8
142.0	0.0	0.0	0.0	CENPA
970.0	0.0	0.0	0.0	HIST1H1A
10.0	0.0	0.0213465885376	0.0	SUZ12
111.0	0.0	0.0	0.0	UBASH3B
15.0	0.0	0.0476783280669	0.0	ACTR6
1.0	0.0	0.0173935825718	0.0	PCBP1
369.0	0.0	0.0	0.0	EIF1B
681.0	0.0	0.0	0.0	COPZ1
0.0	0.0	0.0	0.0	TRIM29
498.0	0.0	0.0	0.0	SNAPC1
971.0	0.0	0.0	0.0	GOPC
143.0	0.0	0.0921781009294	0.0	JUN
1.0	0.0	0.0173935825718	0.0	PBK
144.0	0.0	0.0	0.0	MBP
103.0	0.0	0.0725160098917	0.0	CKS1B
1.0	0.0	0.0173935825718	0.0	PSMD9
0.0	0.0	0.0	0.0	WDR77
682.0	0.0	0.0	0.0	LSM11
4.0	0.0	0.0549962665512	0.0	GABRA3
4.0	0.0	0.0549962665512	0.0	PIK3R1
291.0	0.0	0.0	0.0	RPL3
292.0	0.0	0.153630168216	0.0	SGK1
48.0	0.0	0.0	0.0	DCTN1
972.0	0.0	0.0	0.0	TRAF3IP1
499.0	0.0	0.0	0.0	SNX6
104.0	0.0	0.152542881809	0.0	SCHIP1
973.0	0.0	0.0	0.0	SSB
199.0	0.447517989677	0.115222626162	0.12	CRYAB
0.0	0.807515135735	0.0	0.216531666935	CCND1
370.0	0.0	0.0	0.0	KRTAP9-3
370.0	0.0	0.0	0.0	CDK12
234.0	0.0	0.0	0.0	SNX8
235.0	0.0	0.556439415678	0.0	CYP4F2
4.0	0.0	0.0549962665512	0.0	NCK1
200.0	0.0	0.0	0.0	TOB1
201.0	0.0	0.0	0.0	HNRNPA2B1
293.0	0.0	0.153630168216	0.0	STX6
293.0	0.0	0.153630168216	0.0	VAMP3
0.0	0.0	0.0	0.0	HMGB2
974.0	0.0	0.0	0.0	POU3F1
10.0	0.0	0.0213465885376	0.0	SMARCC1
500.0	0.0	0.0	0.0	SMARCE1
128.0	0.0	0.0	0.0	FKBP5
67.0	0.0	0.0512100560719	0.0	PHLPP1
25.0	0.0	0.0	0.0	NDUFA4
46.0	0.0	0.0	0.0	TSC22D1
145.0	0.0	0.0	0.0	ARHGEF7
43.0	0.0	0.0393297218699	0.0	NAA10
975.0	0.0	0.0	0.0	VAV1
24.0	0.0	0.0225333193248	0.0	SPI1
2.0	0.0	0.0255001737996	0.0	EIF4G1
15.0	0.0	0.0476783280669	0.0	EPB41
976.0	0.0	0.0	0.0	KHSRP
19.0	0.0	0.0605710901561	0.0	BCAR3
236.0	0.0	0.0	0.0	SLC34A1
2.0	0.447517989677	0.0255001737996	0.12	HSP90AB1
46.0	0.0	0.0	0.0	CDC45
46.0	0.0	0.0	0.0	OR4C12
237.0	0.447517989677	0.131683001328	0.12	RASD1
237.0	0.0	0.131683001328	0.0	GNAI2
683.0	0.0	0.0	0.0	WIPF1
501.0	0.0	0.0	0.0	PACSIN2
0.0	0.0	0.0	0.0	EIF3I
684.0	0.0	0.0	0.0	TNFRSF14
2.0	0.0	0.0255001737996	0.0	STIP1
685.0	0.0	0.0	0.0	FKBP4
4.0	0.0	0.0549962665512	0.0	MEPE
0.0	0.0	0.0	0.0	JAK1
1.0	0.0	0.0173935825718	0.0	AGO4
0.0	0.0	0.0	0.0	TUBA4A
371.0	0.0	0.0	0.0	ARHGAP1
502.0	0.0	0.0	0.0	MFN2
502.0	0.0	0.0	0.0	RGAG4
372.0	0.0	0.0	0.0	ECM1
372.0	0.0	0.0	0.0	EFEMP1
4.0	0.0	0.0549962665512	0.0	FYN
4.0	0.0	0.0549962665512	0.0	HCN2
52.0	0.0	0.0838930500732	0.0	RNFT1
1.0	0.0	0.0173935825718	0.0	FN3KRP
1.0	0.0	0.0173935825718	0.0	USP43
30.0	0.0	0.0533902658268	0.0	AFF1
686.0	0.0	0.0	0.0	CCNT1
13.0	0.0	0.0141812462968	0.0	FSCN1
977.0	0.0	0.0	0.0	VDAC1
238.0	0.541637250436	0.159377768969	0.145237669885	BCL2
46.0	0.0	0.0	0.0	ATP5L
21.0	0.0	0.0	0.0	JADE2
59.0	0.0	0.0	0.0	ING5
23.0	0.0	0.0534761616393	0.0	HIC1
687.0	0.0	0.0	0.0	DISC1
9.0	0.0	0.00971864050094	0.0	HERC2
1.0	0.0	0.0173935825718	0.0	FAF1
1.0	0.0	0.0173935825718	0.0	DDB2
1.0	0.0	0.0173935825718	0.0	CDT1
978.0	0.0	0.0	0.0	E2F8
978.0	0.0	0.0	0.0	E2F7
15.0	0.0	0.0476783280669	0.0	EIF6
1.0	0.0	0.0173935825718	0.0	PA2G4
373.0	0.0	0.0	0.0	GNG2
239.0	0.0	0.0	0.0	GNB4
0.0	0.572437404279	0.0	0.153496597004	ERBB2
146.0	0.0	0.0923866092317	0.0	PTP4A3
979.0	0.0	0.0	0.0	GEMIN4
240.0	0.0	0.131683001328	0.0	NEXN
503.0	0.0	0.0	0.0	GTF2B
26.0	0.0	0.0	0.0	KLF5
688.0	0.0	0.0	0.0	TUBB
36.0	0.0	0.0	0.0	GABARAP
374.0	0.0	0.0	0.0	SYK
33.0	0.0	0.0317855520446	0.0	VCP
689.0	0.0	0.0	0.0	FBXO2
690.0	0.0	0.0	0.0	SOX9
690.0	0.0	0.0	0.0	SCX
0.0	0.0	0.0	0.0	CDK4
691.0	0.0	0.0	0.0	PPP1CC
37.0	0.447517989677	0.0698302317478	0.12	LDHB
198.0	0.0	0.0	0.0	RAC3
60.0	0.0	0.0495814983354	0.0	ATG4D
60.0	0.0	0.0495814983354	0.0	CASP8
692.0	0.0	0.0	0.0	TBK1
22.0	0.0	0.0888126046989	0.0	YWHAE
980.0	0.457677954206	0.471354064296	0.122724350242	EIF3H
693.0	0.0	0.0	0.0	PRRC2B
241.0	0.553129767891	0.426125466274	0.148319338391	NKX3-1
694.0	0.0	0.307260336431	0.0	KAT2B
234.0	0.0	0.0	0.0	SNX9
375.0	0.0	0.0	0.0	ASAP1
166.0	0.0	0.320829243964	0.0	LDB2
504.0	0.0	0.0	0.0	RILP
1.0	0.0	0.0173935825718	0.0	KPNA6
112.0	0.0	0.0	0.0	LYAR
1.0	0.0	0.0173935825718	0.0	CAND1
0.0	0.0	0.0	0.0	DDA1
0.0	0.0	0.0	0.0	ALX4
