__mclCluster	name	PRWP	score
27.0	ARF6	0.0	-1
550.0	USO1	0.329591983335	0.12
1.0	FOS	0.0228689957512	-1
1.0	EP400	0.0228689957512	-1
38.0	ACTA1	0.0	-1
38.0	MINPP1	0.0	-1
93.0	WNK2	0.0919294590904	-1
93.0	UBE2I	0.0919294590904	-1
2.0	CKMT1B	0.0469345341274	-1
2.0	IKBKE	0.0469345341274	-1
284.0	USPL1	0.206734429998	-1
284.0	PGD	0.206734429998	-1
390.0	JAK2	0.247193987501	0.12
75.0	PTPRJ	0.076059688462	-1
221.0	POLDIP3	0.0	-1
221.0	NCBP1	0.0	-1
2.0	ECHS1	0.0469345341274	-1
6.0	MDM2	0.0803465465795	0.128001297944
6.0	DAAM2	0.0803465465795	-1
62.0	MERTK	0.0660675051086	-1
62.0	BMPR2	0.0660675051086	-1
818.0	OTUB1	0.0	-1
1.0	DDX23	0.0228689957512	-1
110.0	NOD2	0.0	-1
110.0	NLRP1	0.0	-1
56.0	ANP32A	0.0	-1
551.0	GZMA	0.0	-1
75.0	PTPRK	0.076059688462	0.12
819.0	PXN	0.0	-1
5.0	ZNF395	0.0169021529915	-1
5.0	HDAC1	0.0169021529915	-1
23.0	CDC6	0.122216505829	-1
222.0	ATR	0.0	-1
552.0	DARS2	0.0	-1
552.0	AIMP2	0.0	-1
285.0	HIST2H3D	0.0	-1
72.0	KMT2C	0.0	-1
553.0	MELK	0.0	-1
63.0	BABAM1	0.0	-1
111.0	BRF2	0.109863994445	-1
111.0	KDELR1	0.109863994445	0.12
1.0	MYC	0.0228689957512	0.137974752687
1.0	AP2A1	0.0228689957512	-1
33.0	HSPA4	0.140029122325	-1
5.0	DNAJB11	0.0169021529915	-1
1.0	RHOH	0.0228689957512	-1
820.0	ARHGDIA	0.0	-1
223.0	NFKBIA	0.0	-1
50.0	UBE2D2	0.116458148626	-1
112.0	PLD1	0.0	-1
-1	RPS6KA3	-1	-1
99.0	NEFM	0.0988775950005	-1
391.0	FNBP1	0.0	-1
15.0	MAP1LC3C	0.0	-1
1.0	MS4A1	0.0228689957512	-1
1.0	CSNK2A2	0.0228689957512	-1
8.0	CTNNB1	0.0267589651532	0.172118889394
86.0	RBMX	0.0	-1
8.0	SRRM1	0.0267589651532	-1
56.0	HIST1H3J	0.0	-1
5.0	GATAD2B	0.0169021529915	-1
11.0	FER	0.127952238993	-1
11.0	CDH1	0.127952238993	0.13743517945
821.0	SIAH2	0.0	-1
822.0	PIAS3	0.0	-1
73.0	USP8	0.0	-1
73.0	CHMP6	0.0	-1
171.0	GPRASP1	0.0	-1
554.0	F2RL1	0.0	-1
6.0	RERE	0.0803465465795	-1
17.0	LZTR1	0.0393177712899	-1
285.0	CBX8	0.0	-1
224.0	CENPA	0.0	-1
