__mclCluster	PRWP_single	PRWP	score	name
25.0	0.0	0.0	0.0	FAM160B1
6.0	0.0	0.0438951746704	0.0	APOPT1
6.0	0.0	0.0438951746704	0.0	FAM84A
626.0	0.0	0.0	0.0	FGFR3
6.0	0.0	0.0438951746704	0.0	OR8H2
25.0	0.0	0.0	0.0	TPK1
397.0	0.0	0.0	0.0	BATF
1027.0	0.0	0.0	0.0	TMED5
22.0	0.0	0.0888126046989	0.0	ARHGAP45
40.0	0.0	0.0771018244178	0.0	SIRT6
770.0	0.0	0.0	0.0	SAG
72.0	0.0	0.0564397167564	0.0	SYNGR3
249.0	0.0	0.0	0.0	CTU2
6.0	0.0	0.0438951746704	0.0	PCP2
319.0	0.0	0.0	0.0	LPP
1084.0	0.0	0.0	0.0	AGAP2
357.0	0.0	0.0	0.0	LYVE1
1.0	0.0	0.0173935825718	0.0	USP9Y
25.0	0.0	0.0	0.0	CDCA7
106.0	0.0	0.0	0.0	RARS2
6.0	0.0	0.0438951746704	0.0	LYZL4
25.0	0.0	0.0	0.0	VPS37C
41.0	0.0	0.0	0.0	ZNF793
72.0	0.0	0.0564397167564	0.0	SLC15A4
1.0	0.0	0.0173935825718	0.0	STOX2
25.0	0.0	0.0	0.0	FAM168B
819.0	0.0	0.0	0.0	CDS2
474.0	0.0	0.0	0.0	HEMGN
86.0	0.0	0.176757774111	0.0	MRC1
6.0	0.0	0.0438951746704	0.0	S100G
1320.0	0.0	0.0	0.0	ANXA9
72.0	0.49321931117	0.0564397167564	0.13225461033	HPN
1400.0	0.0	0.0	0.0	CLEC6A
1400.0	0.0	0.0	0.0	CLEC4D
72.0	0.0	0.0564397167564	0.0	ACSF3
6.0	0.0	0.0438951746704	0.0	ABAT
360.0	0.0	0.0	0.0	GOLGA1
315.0	0.0	0.157118021432	0.0	NME5
842.0	0.0	0.314236042864	0.0	ERCC5
594.0	0.0	0.514940756884	0.0	NPHS2
1.0	0.0	0.0173935825718	0.0	FAM110B
6.0	0.0	0.0438951746704	0.0	NR2C2AP
942.0	0.0	0.307260336431	0.0	ZNRF3
129.0	0.0	0.0	0.0	FICD
6.0	0.0	0.0438951746704	0.0	NANP
336.0	0.0	0.0	0.0	SAMD9
25.0	0.0	0.0	0.0	KDELR2
399.0	0.0	0.0	0.0	RUNX2
21.0	0.0	0.0	0.0	CDX1
1399.0	0.0	0.0	0.0	HILPDA
1399.0	0.0	0.0	0.0	FZD10
6.0	0.0	0.0438951746704	0.0	MACROD1
6.0	0.0	0.0438951746704	0.0	PIGV
1379.0	0.0	0.0	0.0	KCNH1
193.0	0.0	0.0	0.0	MMP28
6.0	0.0	0.0438951746704	0.0	ST6GALNAC4
44.0	0.0	0.0745795655154	0.0	CCDC7
578.0	0.0	0.0	0.0	ERCC6L2
1.0	0.0	0.0173935825718	0.0	ZNF570
1276.0	0.0	0.0	0.0	WNT11
964.0	0.0	0.0	0.0	ESYT2
1.0	0.0	0.0173935825718	0.0	SNX22
1398.0	0.0	0.0	0.0	GIMAP2
1398.0	0.0	0.0	0.0	GIMAP7
956.0	0.0	0.0	0.0	IAPP
1050.0	0.0	0.0	0.0	BBS10
21.0	0.0	0.0	0.0	QSER1
234.0	0.0	0.0	0.0	SNX18
25.0	0.0	0.0	0.0	CD58
1151.0	0.0	0.0	0.0	DRD4
6.0	0.0	0.0438951746704	0.0	GPR119
1397.0	0.0	0.0	0.0	C10orf95
1397.0	0.0	0.0	0.0	NUS1
705.0	0.0	0.314236042864	0.0	PDE5A
72.0	0.0	0.0564397167564	0.0	SVOP
6.0	0.0	0.0438951746704	0.0	SNN
487.0	0.0	0.0	0.0	ADAMTSL2
337.0	0.475012517166	0.163068870079	0.127372537808	ITGA6
10.0	0.0	0.0213465885376	0.0	C16orf87
145.0	0.0	0.0	0.0	ELOVL4
1.0	0.0	0.0173935825718	0.0	STK10
23.0	0.0	0.0534761616393	0.0	JRK
25.0	0.0	0.0	0.0	PPP4R4
622.0	0.0	0.0	0.0	CNTROB
106.0	0.0	0.0	0.0	ZNF565
1.0	0.0	0.0173935825718	0.0	FAM199X
6.0	0.0	0.0438951746704	0.0	SLC35E3
60.0	0.0	0.0495814983354	0.0	CALB1
505.0	0.0	0.0	0.0	ZNF581
113.0	0.0	0.0820468639329	0.0	TANK
6.0	0.0	0.0438951746704	0.0	DPCD
564.0	0.0	0.0	0.0	GRM2
41.0	0.0	0.0	0.0	MGA
202.0	0.0	0.115222626162	0.0	NOX1
964.0	0.0	0.0	0.0	ESYT3
964.0	0.0	0.0	0.0	ESYT1
