__mclCluster	PRWP_single	PRWP	score	name
1305.0	0.748509965501	1.0	0.272714418721	CDK5R1
1305.0	0.401568756765	1.0	0.146308793637	LMTK2
1136.0	0.748509965501	0.944363460461	0.272714418721	CDC25C
1136.0	0.337582356461	0.944363460461	0.122995792115	LZTS1
1359.0	0.336837339208	0.943715663716	0.122724350242	GSTA1
1359.0	0.748509965501	0.943715663716	0.272714418721	GSTA2
1004.0	0.329359908	0.937213994688	0.12	MMP13
1004.0	0.748509965501	0.937213994688	0.272714418721	MMP14
690.0	0.748509965501	0.867778238144	0.272714418721	CREB3L4
690.0	0.0	0.867778238144	0.0	SCX
690.0	0.748509965501	0.867778238144	0.272714418721	SOX9
719.0	0.748509965501	0.867778238144	0.272714418721	AGER
719.0	0.0	0.867778238144	0.0	GMIP
719.0	0.748509965501	0.867778238144	0.272714418721	RHOA
911.0	0.748509965501	0.867778238144	0.272714418721	CADM1
911.0	0.0	0.867778238144	0.0	CRTAM
911.0	0.748509965501	0.867778238144	0.272714418721	ITGB4
711.0	0.0	0.703245421574	0.0	THBS1
711.0	0.748509965501	0.703245421574	0.272714418721	TNFRSF11B
711.0	0.464671428324	0.703245421574	0.169299814715	VEGFA
340.0	0.768506451999	0.656629364912	0.28	AR
340.0	0.0	0.656629364912	0.0	HHAT
340.0	0.0	0.656629364912	0.0	KMT2A
340.0	0.748509965501	0.656629364912	0.272714418721	MAK
340.0	0.0	0.656629364912	0.0	PKLR
340.0	0.748509965501	0.656629364912	0.272714418721	TSPY1
568.0	0.748509965501	0.650833678608	0.272714418721	ACVR2A
568.0	0.0	0.650833678608	0.0	DAXX
568.0	0.0	0.650833678608	0.0	TCTEX1D4
568.0	0.748509965501	0.650833678608	0.272714418721	TGFBR3
585.0	0.748509965501	0.650833678608	0.272714418721	KCNMA1
585.0	0.0	0.650833678608	0.0	KCNMB2
585.0	0.0	0.650833678608	0.0	LRRC26
585.0	0.748509965501	0.650833678608	0.272714418721	TBXA2R
987.0	0.0	0.650833678608	0.0	BIRC2
987.0	0.748509965501	0.650833678608	0.272714418721	BIRC3
989.0	0.748509965501	0.650833678608	0.272714418721	MAGEA4
989.0	0.0	0.650833678608	0.0	ZBTB17
995.0	0.748509965501	0.650833678608	0.272714418721	PIAS1
995.0	0.0	0.650833678608	0.0	SUFU
1012.0	0.0	0.650833678608	0.0	PDP2
1012.0	0.748509965501	0.650833678608	0.272714418721	PRKCD
1031.0	0.748509965501	0.650833678608	0.272714418721	DCC
1031.0	0.0	0.650833678608	0.0	EIF2B1
1046.0	0.748509965501	0.650833678608	0.272714418721	CD44
1046.0	0.0	0.650833678608	0.0	SCYL3
1051.0	0.748509965501	0.650833678608	0.272714418721	PYCARD
1051.0	0.0	0.650833678608	0.0	PYDC1
1053.0	0.748509965501	0.650833678608	0.272714418721	EIF4EBP1
1053.0	0.0	0.650833678608	0.0	RHEBL1
1061.0	0.748509965501	0.650833678608	0.272714418721	SET
1061.0	0.0	0.650833678608	0.0	TAF1C
1082.0	0.748509965501	0.650833678608	0.272714418721	A2M
1082.0	0.0	0.650833678608	0.0	SPACA3
1089.0	0.748509965501	0.650833678608	0.272714418721	ALOX12
1089.0	0.0	0.650833678608	0.0	KRT85
1103.0	0.748509965501	0.650833678608	0.272714418721	ACAT1
1103.0	0.0	0.650833678608	0.0	PEX7
1105.0	0.0	0.650833678608	0.0	CD33
1105.0	0.748509965501	0.650833678608	0.272714418721	MUC2
1110.0	0.0	0.650833678608	0.0	ADAMTS5
1110.0	0.748509965501	0.650833678608	0.272714418721	TIMP3
1115.0	0.0	0.650833678608	0.0	C1orf168
1115.0	0.748509965501	0.650833678608	0.272714418721	FDFT1
1133.0	0.748509965501	0.650833678608	0.272714418721	CEACAM1
1133.0	0.0	0.650833678608	0.0	CLEC4M
1140.0	0.748509965501	0.650833678608	0.272714418721	BMI1
1140.0	0.0	0.650833678608	0.0	FOXS1
1142.0	0.0	0.650833678608	0.0	RCVRN
1142.0	0.748509965501	0.650833678608	0.272714418721	TOP1
1147.0	0.0	0.650833678608	0.0	CLDN4
1147.0	0.748509965501	0.650833678608	0.272714418721	EPHA2
1148.0	0.0	0.650833678608	0.0	ITIH3
1148.0	0.748509965501	0.650833678608	0.272714418721	SPINT2
1156.0	0.748509965501	0.650833678608	0.272714418721	ADAM10
1156.0	0.0	0.650833678608	0.0	OR4S2
1179.0	0.0	0.650833678608	0.0	CSTB
1179.0	0.748509965501	0.650833678608	0.272714418721	CTSH
1199.0	0.748509965501	0.650833678608	0.272714418721	LEF1
1199.0	0.0	0.650833678608	0.0	NRARP
1207.0	0.748509965501	0.650833678608	0.272714418721	IGFBP5
1207.0	0.0	0.650833678608	0.0	PAPPA2
1217.0	0.748509965501	0.650833678608	0.272714418721	GFI1
1217.0	0.0	0.650833678608	0.0	U2AF1L4
1219.0	0.0	0.650833678608	0.0	ALG10
1219.0	0.748509965501	0.650833678608	0.272714418721	KCNH2
1249.0	0.0	0.650833678608	0.0	TMPRSS15
1249.0	0.748509965501	0.650833678608	0.272714418721	TNFRSF11A
1276.0	0.748509965501	0.650833678608	0.272714418721	WIF1
1276.0	0.0	0.650833678608	0.0	WNT11
1311.0	0.0	0.650833678608	0.0	CD1B
1311.0	0.748509965501	0.650833678608	0.272714418721	PSAP
1312.0	0.748509965501	0.650833678608	0.272714418721	CTAG1B
1312.0	0.0	0.650833678608	0.0	HLA-DRB4
1319.0	0.748509965501	0.650833678608	0.272714418721	BMP4
1319.0	0.0	0.650833678608	0.0	GREM2
1330.0	0.0	0.650833678608	0.0	IL32
1330.0	0.748509965501	0.650833678608	0.272714418721	ITGAV
1334.0	0.748509965501	0.650833678608	0.272714418721	PMS2
1334.0	0.0	0.650833678608	0.0	PSD2
1344.0	0.0	0.650833678608	0.0	KPNA5
1344.0	0.748509965501	0.650833678608	0.272714418721	SKP2
1352.0	0.748509965501	0.650833678608	0.272714418721	BIRC5
1352.0	0.0	0.650833678608	0.0	KCNJ6
1364.0	0.748509965501	0.650833678608	0.272714418721	SSTR2
1364.0	0.0	0.650833678608	0.0	SSTR3
1370.0	0.748509965501	0.650833678608	0.272714418721	ALOX15B
1370.0	0.0	0.650833678608	0.0	ERAL1
1380.0	0.748509965501	0.650833678608	0.272714418721	RECK
1380.0	0.0	0.650833678608	0.0	TRIM69
862.0	0.0	0.624809329792	0.0	IRAK1
862.0	0.748509965501	0.624809329792	0.272714418721	PRKD1
862.0	0.329359908	0.624809329792	0.12	TLR5
895.0	0.329359908	0.624809329792	0.12	FAF2
895.0	0.748509965501	0.624809329792	0.272714418721	GPD2
895.0	0.0	0.624809329792	0.0	LPCAT1
1139.0	0.329359908	0.621363020485	0.12	GSTO1
1139.0	0.385256480663	0.621363020485	0.140365528884	GSTT1
641.0	0.330104925249	0.612121053755	0.120271441872	EFEMP2
641.0	0.0	0.612121053755	0.0	ELN
641.0	0.329359908	0.612121053755	0.12	FBLN5
641.0	0.748509965501	0.612121053755	0.272714418721	SOD3
816.0	0.336837339208	0.577095078179	0.122724350242	LRP2
816.0	0.329359908	0.577095078179	0.12	M6PR
816.0	0.329359908	0.577095078179	0.12	SHBG
1007.0	0.658719815999	0.57276063216	0.24	EHBP1
1007.0	0.0	0.57276063216	0.0	TAF9
1092.0	0.329359908	0.57276063216	0.12	BRD4
1092.0	0.329359908	0.57276063216	0.12	PGAM2
315.0	0.748509965501	0.531516447441	0.272714418721	ALPL
315.0	0.0	0.531516447441	0.0	CRIP2
315.0	0.0	0.531516447441	0.0	NME5
