__mclCluster	name	PRWP	score	PRWP_single
1136.0	CDC25C	1.0	0.272714418721	0.267840220915
1136.0	LZTS1	1.0	0.122995792115	0.23430899887
1364.0	SSTR2	0.692229856568	0.272714418721	0.140128845585
1364.0	SSTR3	0.692229856568	0.272714418721	0.207473836803
1227.0	GHRHR	0.689177108028	0.272714418721	0.203573651305
1227.0	MLNR	0.689177108028	0.0	0.142496095785
1110.0	ADAMTS5	0.652793221968	0.272714418721	0.137024940505
1110.0	TIMP3	0.652793221968	0.272714418721	0.190774666587
721.0	RNF14	0.649521244996	0.272714418721	0.119659128138
721.0	TAGLN	0.649521244996	0.272714418721	0.161116559904
721.0	TNFAIP3	0.649521244996	0.272714418721	0.20845919157
1004.0	MMP13	0.639653892178	0.0	0.083514380511
1004.0	MMP14	0.639653892178	0.272714418721	0.237687322378
527.0	CAMP	0.581492338072	0.0	0.0549224771912
527.0	KLK14	0.581492338072	0.272714418721	0.180006912792
527.0	KLK5	0.581492338072	0.128173050727	0.131388416675
527.0	SPINK5	0.581492338072	0.12	0.217674041089
987.0	BIRC2	0.532900563318	0.0	0.0843394465776
987.0	BIRC3	0.532900563318	0.272714418721	0.183256155515
1143.0	ITGA4	0.524339659069	0.0	0.262677645157
1143.0	LYPLA2	0.524339659069	0.0	0.000619105547074
1251.0	CXCL14	0.499581648305	0.0	0.00591263198885
1251.0	CXCR4	0.499581648305	0.272714418721	0.244951902926
711.0	THBS1	0.49333579938	0.0	0.182077450613
711.0	TNFRSF11B	0.49333579938	0.272714418721	0.114442108743
711.0	VEGFA	0.49333579938	0.169299814715	0.0750727207709
911.0	CADM1	0.490603778096	0.272714418721	0.146222093255
911.0	CRTAM	0.490603778096	0.0	0.0569400946387
911.0	ITGB4	0.490603778096	0.272714418721	0.166372268697
690.0	CREB3L4	0.459451405352	0.272714418721	0.153697287716
690.0	SCX	0.459451405352	0.0	0.049876363589
690.0	SOX9	0.459451405352	0.0	0.142496095785
719.0	AGER	0.432159050852	0.272714418721	0.109759620704
719.0	GMIP	0.432159050852	0.0	0.00435236346683
719.0	RHOA	0.432159050852	0.272714418721	0.211400511142
1005.0	F12	0.42329519474	0.0	0.0999875196652
1005.0	MMP12	0.42329519474	0.272714418721	0.112569832112
1179.0	CSTB	0.422931092582	0.0	0.103384375272
1179.0	CTSH	0.422931092582	0.272714418721	0.108990142891
989.0	MAGEA4	0.420380279358	0.272714418721	0.119797710021
989.0	ZBTB17	0.420380279358	0.0	0.0912959192716
1105.0	CD33	0.419839183278	0.0	0.0910646758997
1105.0	MUC2	0.419839183278	0.272714418721	0.119757242418
585.0	KCNMA1	0.419575044577	0.272714418721	0.205580035153
585.0	KCNMB2	0.419575044577	0.0	0.0359765058742
585.0	LRRC26	0.419575044577	0.0	0.0359765058742
585.0	TBXA2R	0.419575044577	0.272714418721	0.14384551565
641.0	EFEMP2	0.413277377912	0.120271441872	0.0836238513801
641.0	ELN	0.413277377912	0.0	0.0346087761762
641.0	FBLN5	0.413277377912	0.12	0.17545479453
641.0	SOD3	0.413277377912	0.272714418721	0.121366403659
1312.0	CTAG1B	0.399670041227	0.272714418721	0.113941991742
1312.0	HLA-DRB4	0.399670041227	0.0	0.0867520076318
354.0	DNM1L	0.396848195326	0.0	0.212709875111
354.0	MAGEA1	0.396848195326	0.272714418721	0.133600310686
354.0	MAGEA3	0.396848195326	0.272714418721	0.133600310686
354.0	PGAM5	0.396848195326	0.0	0.0525985175004
354.0	RRM2	0.396848195326	0.0	0.0355426344247
354.0	SCG3	0.396848195326	0.0	0.0297793865591
1133.0	CEACAM1	0.394932521951	0.272714418721	0.146900042803
1133.0	CLEC4M	0.394932521951	0.0	0.0514150149623
1089.0	ALOX12	0.390366909647	0.272714418721	0.111239436816
1089.0	KRT85	0.390366909647	0.0	0.0847830022928
1370.0	ALOX15B	0.389246987991	0.272714418721	0.111194188827
1370.0	ERAL1	0.389246987991	0.0	0.0842658824969
1148.0	ITIH3	0.388188652907	0.0	0.050537051514
1148.0	SPINT2	0.388188652907	0.272714418721	0.144391577673
1380.0	RECK	0.385805432903	0.272714418721	0.143505109082
1380.0	TRIM69	0.385805432903	0.0	0.0502267880387
1007.0	EHBP1	0.385149817983	0.24	0.0933674246146
1007.0	TAF9	0.385149817983	0.0	0.100035255986
1219.0	ALG10	0.37879683443	0.0	0.0493143607638
1219.0	KCNH2	0.37879683443	0.272714418721	0.140898174102
1344.0	KPNA5	0.375542198421	0.0	0.0488906500996
1344.0	SKP2	0.375542198421	0.272714418721	0.139687571834
1012.0	PDP2	0.375154823264	0.0	0.00213725426829
1012.0	PRKCD	0.375154823264	0.272714418721	0.186246447532
1082.0	A2M	0.370442760363	0.272714418721	0.174888288269
1082.0	SPACA3	0.370442760363	0.0	0.0111292548218
1009.0	IGF1R	0.35602168364	0.272714418721	0.172423563571
1009.0	KL	0.35602168364	0.0	0.00635244709543
1330.0	IL32	0.355864187433	0.0	0.033807526118
1330.0	ITGAV	0.355864187433	0.272714418721	0.144889397951
1276.0	WIF1	0.351603683861	0.272714418721	0.143154750066
1276.0	WNT11	0.351603683861	0.0	0.0334027654589
797.0	CNOT2	0.344302833394	0.0	0.0268586791336
797.0	CNOT7	0.344302833394	0.0	0.115215667571
797.0	SCARA3	0.344302833394	0.272714418721	0.117262752033
1142.0	RCVRN	0.342327642138	0.0	0.00172639433338
1142.0	TOP1	0.342327642138	0.272714418721	0.170173164077
576.0	CCL13	0.341217858315	0.0	0.0220340620821
576.0	CXCL6	0.341217858315	0.0	0.00808550117384
576.0	MMP1	0.341217858315	0.272714418721	0.242565032176
576.0	TIMP4	0.341217858315	0.122995792115	0.0699999672272
1032.0	SMAD4	0.340859961548	0.272714418721	0.159685781448
1032.0	ZMIZ1	0.340859961548	0.0	0.011476782299
358.0	ACSL3	0.340815596221	0.272714418721	0.117270018328
358.0	IFI16	0.340815596221	0.272714418721	0.109626574962
358.0	SLC39A14	0.340815596221	0.0	0.00685172012804
358.0	STAT6	0.340815596221	0.272714418721	0.11180558025
358.0	TMEM173	0.340815596221	0.0	0.157581950951
