__mclCluster	name	PRWP	score	PRWP_single
55.0	APC	1.0	0.125448700485	0.426087125891
55.0	LEF1	1.0	0.272714418721	0.4855990528
46.0	NF1	0.684931390092	0.0	0.257117579425
46.0	PML	0.684931390092	0.272714418721	0.367324902272
51.0	PBX1	0.684931390092	0.272714418721	0.367324902272
51.0	TLX1	0.684931390092	0.0	0.257117579425
59.0	CNBP	0.684931390092	0.0	0.257117579425
59.0	NPM1	0.684931390092	0.272714418721	0.367324902272
65.0	FOXO1	0.684931390092	0.272714418721	0.367324902272
65.0	HOXA11	0.684931390092	0.0	0.257117579425
41.0	JAK1	0.604561516964	0.272714418721	0.383274190977
41.0	PDGFRA	0.604561516964	0.0	0.0665205620678
41.0	STAT5B	0.604561516964	0.272714418721	0.376960815731
24.0	AMER1	0.498606530574	0.0	0.0180011185907
24.0	CTNNB1	0.498606530574	0.202171534977	0.462885914255
24.0	NOTCH1	0.498606530574	0.272714418721	0.362928521098
24.0	WWTR1	0.498606530574	0.0	0.0653298111154
66.0	JAK3	0.485819229985	0.0	0.0598019608392
66.0	PIK3R1	0.485819229985	0.272714418721	0.38311271648
16.0	BCL10	0.396341005787	0.0	0.0327018695485
16.0	BIRC3	0.396341005787	0.0	0.373735642851
16.0	DAXX	0.396341005787	0.0	0.0327018695485
16.0	NCOR2	0.396341005787	0.272714418721	0.220034614058
16.0	TNFAIP3	0.396341005787	0.272714418721	0.244172546555
63.0	SET	0.395030286947	0.272714418721	0.293787545085
63.0	TFE3	0.395030286947	0.0	0.0663561076887
31.0	FZR1	0.377035526476	0.0	0.0569312136109
31.0	PAX8	0.377035526476	0.0	0.0479213611541
31.0	RB1	0.377035526476	0.272714418721	0.41075454278
39.0	GATA1	0.36909530838	0.0	0.251823994949
39.0	HEY1	0.36909530838	0.272714418721	0.216712215506
39.0	ZNF521	0.36909530838	0.0	0.0362124264496
5.0	BRCA1	0.363340384354	0.12135720936	0.125713754232
5.0	CCND3	0.363340384354	0.272714418721	0.271561598051
5.0	CDKN1B	0.363340384354	0.123267233987	0.148180231681
5.0	CREB1	0.363340384354	0.272714418721	0.538426361581
5.0	CRTC3	0.363340384354	0.0	0.0418776849852
5.0	FANCD2	0.363340384354	0.0	0.0418776849852
5.0	HOXD13	0.363340384354	0.0	0.084228853542
5.0	IL2	0.363340384354	0.122995792115	0.20190953295
5.0	LYL1	0.363340384354	0.0	0.242005995633
5.0	MAF	0.363340384354	0.0	0.0418776849852
5.0	MKL1	0.363340384354	0.0	0.084228853542
53.0	CFH	0.353774564393	0.0	0.0610194508528
53.0	FOXO3	0.353774564393	0.272714418721	0.261511929876
7.0	ATM	0.341071371989	0.0	0.309672350216
7.0	BLM	0.341071371989	0.0	0.115551600768
7.0	CDKN2C	0.341071371989	0.0	0.0166746647898
7.0	MSH2	0.341071371989	0.272714418721	0.333782819989
7.0	MSH6	0.341071371989	0.0	0.106172179478
7.0	NBN	0.341071371989	0.12	0.204590191254
7.0	PMS2	0.341071371989	0.272714418721	0.270707796668
7.0	RMI2	0.341071371989	0.0	0.0134810205782
7.0	WRN	0.341071371989	0.0	0.0286426273081
22.0	BRD3	0.32949085307	0.0	0.0252079525867
22.0	BRD4	0.32949085307	0.12	0.360113611859
22.0	MED12	0.32949085307	0.120271441872	0.10782470383
22.0	PGAM2	0.32949085307	0.12	0.107638245222
42.0	GNAQ	0.316600648785	0.0	0.0645207968991
42.0	NFE2L2	0.316600648785	0.0	0.026588444264
42.0	RARA	0.316600648785	0.272714418721	0.341851412329
8.0	CBL	0.314712472193	0.0	0.248115016195
8.0	CBLB	0.314712472193	0.0	0.0350700924041
8.0	ERBB2	0.314712472193	0.153496597004	0.210801918942
8.0	FNBP1	0.314712472193	0.0	0.0157891371553
8.0	HRAS	0.314712472193	0.272714418721	0.222673798207
8.0	LCK	0.314712472193	0.0	0.13929779155
8.0	PDGFRB	0.314712472193	0.0	0.215594840033
8.0	WAS	0.314712472193	0.0	0.0603334501525
34.0	AKT2	0.309845600191	0.272714418721	0.278820148409
34.0	FOXO4	0.309845600191	0.0	0.0650580341127
34.0	MYO5A	0.309845600191	0.0	0.0798447443108
30.0	CEBPA	0.309648715412	0.0	0.173813127854
30.0	CSF3R	0.309648715412	0.0	0.017381312484
30.0	SMAD4	0.309648715412	0.272714418721	0.232259240798
37.0	FLT3	0.279450985113	0.0	0.0488603002017
37.0	IKBKB	0.279450985113	0.272714418721	0.316195990801
37.0	PTPN11	0.279450985113	0.0	0.017101110121
1.0	ALK	0.27943517367	0.0	0.160833900127
1.0	BMPR1A	0.27943517367	0.0	0.0241379324971
1.0	ERBB3	0.27943517367	0.133621751212	0.149449571539
1.0	ERBB4	0.27943517367	0.272714418721	0.211470677006
1.0	ETV4	0.27943517367	0.125720142357	0.125573300607
1.0	FGFR1	0.27943517367	0.0	0.0421390510878
1.0	FLT4	0.27943517367	0.0	0.0241379324971
1.0	HSP90AB1	0.27943517367	0.12	1.0
1.0	ITK	0.27943517367	0.0	0.0656555982787
1.0	JAK2	0.27943517367	0.12	0.173737431942
1.0	MDM4	0.27943517367	0.123724241339	0.109126477661
1.0	MPL	0.27943517367	0.0	0.0243232402908
1.0	MYH9	0.27943517367	0.0	0.0614688033733
1.0	NRAS	0.27943517367	0.0	0.103550984077
1.0	NTRK1	0.27943517367	0.0	0.0453391775088
1.0	NTRK3	0.27943517367	0.0	0.0241379324971
1.0	PIK3CA	0.27943517367	0.121900093105	0.239459324703
1.0	PPARG	0.27943517367	0.272714418721	0.211470677006
1.0	PRDM1	0.27943517367	0.0	0.0241379324971
1.0	PTK6	0.27943517367	0.0	0.0319453568526
1.0	PTPRB	0.27943517367	0.0	0.119258428332
1.0	PTPRC	0.27943517367	0.0	0.107661320436
1.0	PTPRK	0.27943517367	0.12	0.148738897252
1.0	SOCS1	0.27943517367	0.0	0.114616114369
1.0	SRSF2	0.27943517367	0.0	0.0444599174051
1.0	STK11	0.27943517367	0.0	0.112039246182
1.0	TPM3	0.27943517367	0.0	0.0398869037997
1.0	TPM4	0.27943517367	0.0	0.0278444696215
4.0	BCL3	0.271270771998	0.0	0.0534535534174
4.0	CASP8	0.271270771998	0.0	0.063546916407
4.0	EP300	0.271270771998	0.272714418721	0.80332285761
4.0	MN1	0.271270771998	0.0	0.0216279286129
4.0	MUC1	0.271270771998	0.272714418721	0.208960673122
4.0	OLIG2	0.271270771998	0.0	0.0216279286129
4.0	PAX5	0.271270771998	0.0	0.0284608840661
4.0	RECQL4	0.271270771998	0.0	0.0216279286129
4.0	REL	0.271270771998	0.0	0.0347707894238
4.0	TBL1XR1	0.271270771998	0.0	0.110384310168
4.0	TCL1A	0.271270771998	0.0	0.0610929012506
4.0	XPA	0.271270771998	0.0	0.0550062097755
45.0	EZH2	0.263845409149	0.0	0.107837227251
45.0	STAT3	0.263845409149	0.138246194559	0.132706985581
54.0	CIITA	0.259141704772	0.0	0.207242050072
54.0	IRF4	0.259141704772	0.0	0.029013860491
29.0	CARD11	0.258504278942	0.0	0.0294593470253
