clusters	score	genes
588	0.258704923771	SDC2:0.0,CSF2RA:0.0,SDC4:0.0,TIAM1:0.272714418721
1053	0.257926812928	RHEBL1:0.0,EIF4EBP1:0.272714418721
303	0.257005159229	STC2:0.0,LOXL1:0.0,MFAP2:0.0,S100A7:0.0,TGFBI:0.272714418721,FBN1:0.0
1103	0.25508582089	PEX7:0.0,ACAT1:0.272714418721
927	0.250265130179	SERPINB13:0.0,PLGRKT:0.0,PLG:0.272714418721
814	0.245639506186	PPP3CB:0.0,TBC1D10C:0.0,CACNA1H:0.272714418721
496	0.241435646606	F9:0.0,SERPINC1:0.272714418721,GZMA:0.0,ANP32A:0.0
680	0.240494108446	F2RL1:0.0,PRTN3:0.0,F2R:0.272714418721
552	0.240320584378	VWA1:0.0,HSPG2:0.272714418721,CLSTN1:0.0,LTBP2:0.0
422	0.240151929388	TRIP10:0.0,WASL:0.0,CIB1:0.0,FABP3:0.0,ITGA2:0.272714418721
525	0.239584862798	TMEM67:0.0,DMKN:0.0,HSPA5:0.272714418721,HSPA6:0.0
1040	0.237119339048	STUB1:0.0,KCNQ4:0.0
1107	0.236519537881	TLR6:0.125448700485,TRAP1:0.0
739	0.23637398277	GAPDH:0.272714418721,NUDT2:0.0,CSF1:0.0
615	0.235606644217	VIPR1:0.272714418721,SLC31A2:0.0,RAMP1:0.0,RAMP2:0.0
1043	0.230831689513	MMP16:0.0,COL1A2:0.0
938	0.230145766716	JAG1:0.272714418721,NEURL1:0.0,CD46:0.0
139	0.229997303287	ADCYAP1:0.272714418721,TAC1:0.0,AVPR1A:0.0,VIP:0.125448700485,NPPB:0.0,DPP4:0.272714418721,PYY:0.0,FAP:0.0,GHRH:0.0,GCG:0.0,GIP:0.0
614	0.229921126814	HMGN2:0.0,CCR2:0.272714418721,DEFB103B:0.0,DEFB4B:0.0
652	0.227870533049	ASXL1:0.0,RARB:0.272714418721,EBF2:0.0,ZNF423:0.0
518	0.227365783948	SHROOM3:0.0,ZKSCAN2:0.0,QPCTL:0.0,GSK3B:0.128444492599
1099	0.224892255282	CD151:0.0,MMP7:0.124538566955
178	0.224319423126	LGALS9:0.0,APOB:0.0,ORM1:0.0,LGALS8:0.272714418721,HPX:0.0,A1BG:0.0,MUC1:0.0,ITGAL:0.0,LGALS3:0.272714418721
576	0.223859265565	CCL13:0.0,TIMP4:0.122995792115,MMP1:0.0,CXCL6:0.0
715	0.221397440537	NUPR1:0.272714418721,MYOD1:0.0,BHLHA15:0.0
937	0.221296431712	FYB:0.0,BCAR1:0.272714418721,PEAK1:0.0
237	0.220077396305	GTF3A:0.0,CXCR2:0.0,ADCY1:0.0,GNAI2:0.0,RASD1:0.12,LHB:0.272714418721,NCF1:0.0
660	0.219779059174	GAS1:0.0,IHH:0.0,SHH:0.272714418721,HHIP:0.0
1299	0.215757008517	PODXL:0.122724350242,SELE:0.0
757	0.214640294015	TLR1:0.272714418721,CBFB:0.0,DHX36:0.0
143	0.213052737396	CEBPG:0.0,RNF187:0.0,SLC4A8:0.0,ITGAX:0.0,SNRK:0.0,EPHB4:0.272714418721,HHEX:0.0,JUN:0.272714418721,CITED1:0.0,NFE2L2:0.12
707	0.212352209371	EPOR:0.272714418721,SYP:0.0,VAMP2:0.0
815	0.210289561595	JUND:0.272714418721,SLC25A12:0.0,HBZ:0.0
645	0.210205117199	GLI2:0.272714418721,FST:0.0,FSTL3:0.0,ADAM8:0.0
761	0.209863429876	IKBKB:0.272714418721,MLST8:0.0,ZC3H12A:0.0
846	0.209156322257	SLC39A7:0.0,KRI1:0.0,CSNK2A1:0.272714418721
1006	0.208370548998	PSMD6:0.0,ATAD3A:0.12
845	0.205851117043	ZIC2:0.12,CASP2:0.0,PRKDC:0.12
193	0.204427528554	FURIN:0.0,SORCS1:0.0,ZP4:0.0,ADAMTS1:0.272714418721,NAGPA:0.0,MMP28:0.0,COL23A1:0.0,DSG3:0.0,VCAN:0.272714418721
942	0.202168146814	WNT4:0.12,ZNRF3:0.0,FZD6:0.0
917	0.201870868672	SCUBE3:0.0,SCUBE1:0.0,MMP2:0.272714418721
399	0.201498632319	RUNX2:0.272714418721,PIN1:0.0,PPM1D:0.0,SULT4A1:0.0,GPHN:0.0
694	0.196583047743	KLF15:0.12,KAT2B:0.0,SUPT7L:0.0
774	0.195269229301	HRG:0.0,FGG:0.272714418721,FGA:0.0
1307	0.193920169077	HOOK3:0.0,MSR1:0.122171534977
901	0.193671656708	LSM1:0.272714418721,PRPF3:0.0,ZBTB8A:0.0
866	0.193558059336	BARX2:0.0,SRF:0.272714418721,EPC1:0.0
337	0.193440615502	ANKS1B:0.0,ITGB7:0.0,SAT1:0.0,MAPK8IP1:0.272714418721,ITGA9:0.0,ITGA6:0.127372537808
643	0.19274931116	GP1BA:0.0,PLEKHH2:0.0,TGFB1I1:0.272714418721,GP1BB:0.0
585	0.190775435509	LRRC26:0.0,KCNMB2:0.0,KCNMA1:0.0,TBXA2R:0.272714418721
626	0.190604060188	CTGF:0.0,FGFR1OP:0.0,FGFR2:0.272714418721,FGFR3:0.0
1209	0.189883948308	VDAC3:0.0,SERINC3:0.12
202	0.188210420163	CARD9:0.0,CYBA:0.0,RFK:0.12,NOXO1:0.0,TNFRSF1A:0.0,NOX1:0.272714418721,PRKAR2B:0.0,CNTRL:0.0
793	0.187285301433	CXCL8:0.142880569428,IL5:0.0,PF4:0.0
1018	0.187123391215	RHBDF1:0.0,TGFA:0.121085767488
302	0.18672649377	TPST2:0.0,CCL26:0.0,CCR1:0.272714418721,CCR8:0.0,GPR1:0.0,TPST1:0.0
235	0.186681631541	CYP4A11:0.0,CYP3A4:0.122995792115,CYP3A5:0.130540082706,CYP4F2:0.0,CYP17A1:0.133535874821,CYB5A:0.0,CYP2E1:0.0
319	0.185653079907	CXCR1:0.0,CCL7:0.0,LPP:0.0,CXCR3:0.272714418721,TJP2:0.0,LASP1:0.0
885	0.185215313522	DVL1P1:0.0,POM121C:0.0,APC:0.125448700485
554	0.184472555033	ADORA1:0.0,ADORA2A:0.0,USP4:0.0,CNR1:0.272714418721
1355	0.183586501465	PRDX4:0.0,TXNDC5:0.12
414	0.183400988308	BIRC7:0.0,HTRA4:0.0,XIAP:0.272714418721,RNF10:0.0,TRIM25:0.0
324	0.182548517098	PIK3CD:0.12135720936,IL3:0.0,SMPD2:0.0,ERAS:0.0,PIK3CG:0.272714418721,CD37:0.0
859	0.180763123677	SGPP1:0.0,GNA12:0.272714418721,S1PR5:0.0
1108	0.179854194234	PDE4D:0.12,AKAP12:0.0
655	0.179366177608	VPS33A:0.0,UVRAG:0.0,TGFBRAP1:0.0,TGFB2:0.272714418721
1273	0.177594909599	MTHFD2:0.0,NAGK:0.12
1125	0.177439104027	PDIA3:0.12,ERP27:0.0
783	0.177094814828	IL18:0.122724350242,MEFV:0.0,CASP5:0.0
755	0.176880570803	AGTR2:0.0,PIK3CB:0.0,ACE:0.125091382221
722	0.176840708065	MOK:0.0,S100P:0.272714418721,SDF4:0.0
922	0.175839307288	ALOXE3:0.12,TGM1:0.0,ALOX12B:0.0
338	0.175602026848	PROCR:0.0,CTSB:0.12,BGLAP:0.121085767488,SRPX2:0.0,CTSS:0.0,AMBP:0.0
401	0.17090921056	GINS3:0.0,MCM2:0.272714418721,MMS22L:0.0,ASF1A:0.0,MCM6:0.0
678	0.17089056662	NKIRAS2:0.0,NFKBIA:0.0,SPRR3:0.0
387	0.17016225207	KCNA4:0.0,ROBO2:0.0,KCNRG:0.272714418721,KCNA3:0.0,KCNA1:0.0
560	0.170077997684	IL24:0.120271441872,IL19:0.0,IL20RB:0.0,RUNX1T1:0.0
855	0.168848096975	SLC39A1:0.128444492599,SHB:0.0,SLC39A2:0.0
212	0.167424276936	SYNGAP1:0.0,SLC9A3R2:0.0,PTPRE:0.0,GRB7:0.12,PDGFRA:0.0,PDGFRB:0.272714418721,PDPK1:0.0,NTRK1:0.0
1177	0.166122357729	BAD:0.128715934472,BCL2L11:0.0
539	0.165725215409	GPR17:0.0,GNA13:0.272714418721,SIVA1:0.0,S1PR4:0.0
426	0.165061873927	FUT7:0.0,ECH1:0.0,F8A3:0.0,GLDC:0.0,TLR10:0.272714418721
141	0.164862256218	PTPRG:0.0,KIT:0.0,TEK:0.0,PTPRJ:0.0,PTPRO:0.0,PTPRC:0.0,PTPRB:0.0,PTPN22:0.0,PTPRK:0.12,PTPRZ1:0.0
452	0.164799329411	WDR11:0.0,NOTCH1:0.272714418721,NCKAP1L:0.0,RBP3:0.0,NUMBL:0.0
794	0.164274275443	GJA1:0.122995792115,ACADL:0.0,NRM:0.0
545	0.164185119714	MYD88:0.0,STAP1:0.0,CYTH2:0.0,PTK2B:0.272714418721
228	0.162975164743	MEX3A:0.0,CDX2:0.0,MEX3B:0.0,MEX3C:0.0,TAP2:0.0,B2M:0.122724350242,MR1:0.0,HLA-A:0.272714418721
613	0.161786858976	GRIN1:0.0,ERBB4:0.272714418721,PLCB4:0.0,LRRC1:0.0
118	0.161491730501	TG:0.0,IGFBP4:0.272714418721,CTSD:0.12,IGFBP3:0.155602118632,PI4K2A:0.0,SERPINA4:0.0,SNAP29:0.0,PAPPA:0.0,CCL20:0.0,CD7:0.0,ATP6V0A1:0.0,CTSL:0.0
378	0.160829044068	PURA:0.272714418721,SDE2:0.0,MEPCE:0.0,DTYMK:0.0,UBE2NL:0.0
583	0.160188575524	SPRY1:0.0,MKNK1:0.0,SPRY2:0.272714418721,CTNNA3:0.0
450	0.159913086057	MAPK8:0.0,PKN2:0.0,APBB1:0.0,FAM193B:0.0,CDC25A:0.272714418721
1028	0.159408279589	ARID1A:0.0,TOP2A:0.12
706	0.159164767753	CDC37L1:0.0,KIAA1468:0.0,HSP90B1:0.122724350242
177	0.159151462127	CCND2:0.122995792115,CCNF:0.0,HINT1:0.0,FBXO7:0.0,GPS1:0.0,ABTB2:0.0,CDKN1B:0.123267233987,RBX1:0.0,CCND3:0.272714418721
220	0.157934339687	SHISA5:0.0,WBP1:0.0,WWOX:0.272714418721,PLSCR3:0.0,ALG2:0.0,FAM189B:0.0,LITAF:0.0,SRI:0.0
1310	0.15790849082	CPM:0.0,EGF:0.143694895044
343	0.157499526563	HOXD4:0.0,ASB8:0.0,ETV4:0.125720142357,ZNF490:0.0,HOXB13:0.241628651232,TIGD4:0.0
744	0.155950112818	CWC27:0.0,NUDT21:0.0,EEFSEC:0.124734063957
1059	0.155504963363	PTGS2:0.1515965039,PTGIS:0.0
435	0.155437945153	RND3:0.272714418721,RND1:0.0,RGS14:0.0,RND2:0.0,ARHGAP35:0.0
334	0.155179171392	PIP4K2A:0.0,PIP4K2C:0.0,MAL:0.272714418721,TEC:0.0,PIK3AP1:0.0,BTK:0.0
1098	0.155166965567	DEFB1:0.12,CCR6:0.0
388	0.155124032184	RARA:0.272714418721,WTIP:0.0,ASXL2:0.0,RAB4A:0.0,HACE1:0.0
199	0.154816784687	CRYGC:0.0,AVP:0.0,LALBA:0.0,LBH:0.0,NGF:0.272714418721,CRYAB:0.12,FCGR2A:0.0,ADAM2:0.0
850	0.154505500459	XRCC1:0.125448700485,POLL:0.0,CCNO:0.0
649	0.153432563667	TWIST2:0.0,BRAP:0.0,TWIST1:0.272714418721,HES6:0.0
367	0.152980713025	NRK:0.0,LIMK1:0.272714418721,CLCN5:0.0,CFL1:0.0,PLD1:0.0
335	0.152836554258	AKT3:0.0,AKT2:0.272714418721,FOXO4:0.0,ARRB2:0.0,MYO5A:0.0,PLEKHO1:0.0
376	0.152737421693	ZBTB25:0.0,FHL2:0.272714418721,KIAA1217:0.0,SPHK2:0.0,RFX3:0.0
397	0.152326402135	BATF2:0.0,BATF:0.0,RBM4:0.0,EPAS1:0.272714418721,DBP:0.0
1279	0.152106762552	PPP1R8:0.0,HMGA1:0.0
967	0.151882506576	HIST2H3D:0.0,PHF2:0.0
231	0.151814677998	CDC6:0.272714418721,ATM:0.128087174336,CDKN2C:0.0,PTS:0.0,FBXO31:0.0,CXXC5:0.0,ATMIN:0.0
1327	0.150832630139	ATP7B:0.12,GLRX:0.0
980	0.150086629758	EIF3H:0.122724350242,TMEM203:0.0
244	0.148985135218	HIP1:0.120814325616,ZNF385A:0.0,AP2B1:0.0,EDAR:0.0,UBB:0.0,NEDD4:0.0,ITCH:0.0
111	0.148128112448	STS:0.272714418721,ACTG2:0.0,CBL:0.0,LAT2:0.0,TCN1:0.0,CD38:0.0,UBASH3B:0.0,KRT6C:0.0,CDKL2:0.0,KRT79:0.0,SPRED2:0.0,GAB1:0.0
735	0.147928340403	PSMC1:0.0,PSMC2:0.0,PSMC5:0.0
1186	0.147378777909	TXNDC17:0.0,TYMS:0.122724350242
403	0.146895376146	ACTN2:0.0,LRP12:0.0,CACNA1D:0.0,ANG:0.272714418721,FBXL22:0.0
806	0.146703240461	TNS3:0.12,DLC1:0.0,RASA1:0.0
304	0.145527970495	IL17RD:0.122724350242,IL17A:0.0,IL17RA:0.0,IL17F:0.0,IL17RC:0.120271441872,IL17RE:0.0
183	0.144505724303	CRBN:0.0,FAM208A:0.0,TRAM2:0.0,GTF2F2:0.0,COX6C:0.272714418721,IPO8:0.0,MAN1A2:0.0,GPRC5A:0.0,VAV3:0.125448700485
818	0.143337815535	CILP:0.0,LRRC32:0.0,TGFB1:0.150239294539
1083	0.143075336191	USP14:0.0,PPP3CA:0.12
997	0.142844041845	GMEB1:0.0,SMURF2:0.0
536	0.14213536891	RNF43:0.0,SOD1:0.272714418721,DYNC2LI1:0.0,HECW1:0.0
697	0.142000384819	API5:0.0,ACIN1:0.0,PRKAB1:0.0
802	0.141191206416	COL8A2:0.0,DDR1:0.122724350242,COL1A1:0.0
148	0.140867967789	MAP2K2:0.0,GABRR1:0.0,MAPK1:0.272714418721,CD19:0.0,PRKG1:0.0,LIFR:0.0,CMTM3:0.0,DUSP22:0.0,WDR83:0.0,ACPP:0.12
665	0.139914308715	KIF15:0.0,KRT73:0.0,INPPL1:0.0,PLEK2:0.12
364	0.139903682253	MOB3B:0.0,LATS1:0.0,MOB3A:0.0,NPHP4:0.0,LATS2:0.272714418721,PPP1R13B:0.0
472	0.139628641668	FSD1:0.0,AATK:0.0,CDK5:0.272714418721,C1orf61:0.0,MYCN:0.0
863	0.138398770258	SNRPB:0.0,RFX6:0.123995683211,FNBP4:0.0
1206	0.137594034981	IL27:0.120814325616,EBI3:0.0
716	0.137256848797	DEGS1:0.0,FOXP4:0.123181357595,MOB1A:0.0
169	0.137254308285	TMEM248:0.0,ZNF121:0.0,PDZD8:0.0,LRRC41:0.0,ERCC6L:0.0,NBN:0.12,BARD1:0.0,U2SURP:0.0,PALB2:0.272714418721
75	0.136116440441	PTGER4:0.0,ALS2CR12:0.0,STAP2:0.0,FEM1A:0.0,FHIT:0.128358616208,ZNF658B:0.0,SH2D2A:0.0,SRC:0.272714418721,ADGRE5:0.0,PPM1F:0.0,RHOQ:0.0,KCNQ5:0.0,LCP2:0.0,OCLN:0.0,CENPV:0.0,TXK:0.0,LCT:0.0
481	0.135436855483	GALNTL5:0.0,ACR:0.0,TP53BP1:0.272714418721,TERF2:0.0,CRB2:0.0
242	0.135241802461	ANGPTL4:0.0,CSPG4:0.0,SLC7A8:0.0,TNS2:0.0,ITGA3:0.0,ITGB1:0.272714418721,LGALS2:0.0
136	0.134581899907	SERPINB4:0.0,ALAS2:0.0,FCGRT:0.0,CCL15:0.0,AZU1:0.0,SERPIND1:0.0,ELANE:0.0,N4BP2L2:0.0,IL33:0.0,CTSG:0.0,CHIT1:0.272714418721
459	0.13395617074	SMNDC1:0.0,WWC3:0.0,MAPKAPK2:0.272714418721,IFT88:0.0,PREX1:0.0
847	0.133889661509	PTPRU:0.0,CYTH3:0.0,IRS1:0.125448700485
1078	0.133730002329	EIF2AK2:0.12,AIM2:0.0
190	0.133446780797	MXI1:0.241628651232,MAML3:0.0,CUEDC2:0.0,FZR1:0.0,NINL:0.0,CDC20:0.0,RNF34:0.0,ANAPC2:0.0,TAS2R13:0.0
103	0.133353558748	SEMG1:0.0,CCNG1:0.0,CCNJ:0.0,ATP5D:0.0,APOO:0.0,CDK2:0.0,KPRP:0.0,FBXW4:0.0,AZGP1:0.122724350242,MT-CO2:0.0,RRAS2:0.0,DHRS1:0.0,CKS1B:0.0
440	0.132967706545	SMAD6:0.0,SMAD7:0.272714418721,SKIL:0.0,RNF165:0.0,FKBP1A:0.0
921	0.132559528592	SNX2:0.0,ATP6V1C1:0.0,IVNS1ABP:0.12
567	0.131669350432	CDKN1A:0.144347399399,FKBPL:0.0,EBF3:0.0,MEN1:0.0
461	0.131298730531	DVL1:0.272714418721,ARHGEF19:0.0,FNBP1L:0.0,RHOD:0.0,DAAM1:0.0
1196	0.131176691822	MAP3K7:0.12,JAZF1:0.0
1349	0.130967713811	CDCA7L:0.0,ZGPAT:0.120271441872
688	0.130925920069	CRIPT:0.0,TUBA3D:0.0,TUBB:0.0
742	0.129364739068	NUP153:0.0,NUTF2:0.0,KPNB1:0.0
479	0.129315544467	TRRAP:0.0,SPICE1:0.0,ZNF606:0.0,ESRRA:0.272714418721,C2CD5:0.0
628	0.129176781696	PTX3:0.0,CEP57:0.0,FGFRL1:0.0,FGF2:0.125991584229
965	0.129017567223	ECHS1:0.0,PFAS:0.0
817	0.12887805324	DIP2A:0.0,CD14:0.0,FSTL1:0.0
445	0.128688820408	CACNB2:0.0,CACNB1:0.0,CACNA1C:0.0,BIN1:0.272714418721,GEM:0.0
705	0.128445798873	ITPR1:0.122724350242,CRTC2:0.0,PDE5A:0.0
574	0.128399851824	SNED1:0.0,SVIP:0.0,AMFR:0.0,DERL2:0.0
603	0.127141239899	CLIP3:0.0,NSD1:0.0,TNFRSF21:0.12,WASH2P:0.0
361	0.127114130192	ARID1B:0.0,ZBTB44:0.0,ENO1:0.272714418721,GLIS3:0.0,TEAD1:0.0,LONRF3:0.0
279	0.126662977995	ADAM15:0.272714418721,ZFYVE26:0.0,EIF4ENIF1:0.0,SPAG5:0.0,NIF3L1:0.0,ODF1:0.0,SSX2IP:0.0
970	0.125634259459	CCNE2:0.0,HIST1H1A:0.0
351	0.125437597147	LBX1:0.0,RBL2:0.272714418721,SERPINB2:0.0,GRAMD4:0.0,MNDA:0.0,LDHC:0.0
637	0.125361489443	TAB3:0.0,CD82:0.131983168458,WDR34:0.0,TAB2:0.0
316	0.125340994922	TPPP:0.0,FAT1:0.0,BDH1:0.0,SLC6A3:0.0,TUBA8:0.0,HDAC6:0.12
1076	0.125203034495	NDRG1:0.122995792115,ZNF155:0.0
474	0.125073187807	HEMGN:0.0,FAM129A:0.0,NPM1:0.272714418721,FOXK1:0.0,PELP1:0.0
789	0.124995196097	P4HB:0.12,P4HA1:0.0,HM13:0.0
246	0.124078583362	AHR:0.12,HIPK2:0.0,BARHL1:0.0,ONECUT1:0.0,MEF2C:0.0,TLE1:0.0,FOXA1:0.122995792115
418	0.123987189285	SYNCRIP:0.0,NAXD:0.0,SGTA:0.272714418721,GGH:0.0,SYT11:0.0
73	0.12345184826	ANAPC1:0.0,PLEKHA7:0.0,CDC16:0.0,ANAPC15:0.0,CDC23:0.0,ADAM9:0.128173050727,CDR2:0.0,ANAPC4:0.0,PTTG1:0.0,ANAPC10:0.0,CDC26:0.0,APC2:0.0,CDH1:0.120271441872,KLF6:0.151053620155,MYO6:0.12135720936,ANAPC11:0.0,AJAP1:0.0
405	0.123293953324	NFATC1:0.0,IL2:0.122995792115,DGKA:0.0,EGR4:0.0,SREK1:0.0
428	0.123099303606	PARG:0.0,PARP10:0.0,PARP1:0.120814325616,OARD1:0.0,POLB:0.0
434	0.121585263912	COPB1:0.0,DDHD2:0.0,COPE:0.272714418721,DRD3:0.0,COPG1:0.0
1096	0.121321659955	NR2C2:0.0,CBLB:0.0
661	0.121012370793	ST14:0.13089740097,PDGFC:0.0,IGFBP7:0.0,PLAU:0.0
326	0.120846555543	ADH6:0.0,IGFBP1:0.272714418721,HNF1A:0.0,RYR3:0.0,TBCA:0.0,DLEU1:0.0
336	0.119717323861	EEA1:0.0,SAMD9:0.0,KIF16B:0.0,SAMD9L:0.0,IGF2R:0.272714418721,ALS2:0.0
780	0.118792010504	CHFR:0.0,STEAP3:0.0,TPT1:0.122724350242
932	0.118306433135	CNTNAP2:0.0,KCNA2:0.0,ETV1:0.134978960573
692	0.118283948139	DTX4:0.0,NLRP4:0.0,TBK1:0.0
297	0.117968230719	DCAF1:0.0,PCDHGC3:0.0,NR4A1:0.272714418721,PREPL:0.0,PHIP:0.0,MYT1L:0.0
170	0.117940854076	ZMYM4:0.0,LIMS1:0.0,PEG3:0.0,PLCE1:0.0,OSR2:0.0,ZNF160:0.12,FMR1:0.0,ADAMTS9:0.272714418721,TRIO:0.0
425	0.117800621368	YTHDF3:0.0,ISG15:0.0,FUT4:0.0,HERC5:0.0,ACOT8:0.0
313	0.117699807844	HIST2H2AC:0.0,CDY1B:0.0,RNF169:0.0,DNMT3L:0.0,EEF1A2:0.0,HIST2H2BE:0.0
133	0.117116893932	CAPN1:0.272714418721,CTSA:0.0,G6PD:0.0,MVD:0.0,CNDP2:0.0,GNS:0.0,GLS:0.0,GBP2:0.0,GLA:0.0,NAMPT:0.0,ZNF622:0.0
679	0.117114590186	PCF11:0.0,CRYBB3:0.0,SRRM1:0.0
822	0.116477032146	ERAP1:0.0,NUCB2:0.12,ARFGEF2:0.0
1066	0.116286249458	FREM1:0.0,STK3:0.0
