__mclCluster	name	PRWP	score	PRWP_single
55.0	APC	1.0	0.125448700485	0.41851343334
55.0	LEF1	1.0	0.272714418721	0.476967536602
46.0	NF1	0.684931390092	0.0	0.252547318139
46.0	PML	0.684931390092	0.272714418721	0.360795707403
51.0	PBX1	0.684931390092	0.272714418721	0.360795707403
51.0	TLX1	0.684931390092	0.0	0.252547318139
59.0	CNBP	0.684931390092	0.0	0.252547318139
59.0	NPM1	0.684931390092	0.272714418721	0.360795707403
65.0	FOXO1	0.684931390092	0.272714418721	0.360795707403
65.0	HOXA11	0.684931390092	0.0	0.252547318139
41.0	JAK1	0.615537386673	0.272714418721	0.390368696563
41.0	PDGFRA	0.615537386673	0.0	0.0665243808149
41.0	STAT5B	0.615537386673	0.272714418721	0.369909946702
24.0	AMER1	0.508217725768	0.0	0.018198664605
24.0	CTNNB1	0.508217725768	0.202171534977	0.467965670418
24.0	NOTCH1	0.508217725768	0.272714418721	0.358945213727
24.0	WWTR1	0.508217725768	0.0	0.065089055275
66.0	JAK3	0.485398707392	0.0	0.0586856926148
66.0	PIK3R1	0.485398707392	0.272714418721	0.375979612689
63.0	SET	0.394791353911	0.272714418721	0.288043747059
63.0	TFE3	0.394791353911	0.0	0.0654843974659
31.0	FZR1	0.376957157767	0.0	0.0555804334094
31.0	PAX8	0.376957157767	0.0	0.0470939619971
31.0	RB1	0.376957157767	0.272714418721	0.403662546489
39.0	GATA1	0.369062163191	0.0	0.247349521096
39.0	HEY1	0.369062163191	0.272714418721	0.212860356904
39.0	ZNF521	0.369062163191	0.0	0.0355223377957
5.0	BRCA1	0.362709355401	0.12135720936	0.123468388574
5.0	CCND3	0.362709355401	0.272714418721	0.266682981869
5.0	CDKN1B	0.362709355401	0.123267233987	0.145436190201
5.0	CREB1	0.362709355401	0.272714418721	0.528331122368
5.0	CRTC3	0.362709355401	0.0	0.041092502542
5.0	FANCD2	0.362709355401	0.0	0.041092502542
5.0	HOXD13	0.362709355401	0.0	0.0826800742057
5.0	IL2	0.362709355401	0.122995792115	0.196197384629
5.0	LYL1	0.362709355401	0.0	0.237642565918
5.0	MAF	0.362709355401	0.0	0.041092502542
5.0	MKL1	0.362709355401	0.0	0.0826800742057
53.0	CFH	0.361738181281	0.0	0.0612839868807
53.0	FOXO3	0.361738181281	0.272714418721	0.262645670558
16.0	BCL10	0.353759411345	0.0	0.0378402609952
16.0	BIRC3	0.353759411345	0.272714418721	0.432460168473
16.0	DAXX	0.353759411345	0.0	0.0378402609952
16.0	NCOR2	0.353759411345	0.0	0.0378402609952
16.0	TNFAIP3	0.353759411345	0.272714418721	0.245981100535
22.0	BRD3	0.329866799235	0.0	0.0247988315146
22.0	BRD4	0.329866799235	0.12	0.354269053075
22.0	MED12	0.329866799235	0.120271441872	0.10594707119
22.0	PGAM2	0.329866799235	0.12	0.105763926881
34.0	AKT2	0.309119647461	0.272714418721	0.274003064712
34.0	FOXO4	0.309119647461	0.0	0.0639340490003
34.0	MYO5A	0.309119647461	0.0	0.0772790288925
30.0	CEBPA	0.307910943248	0.0	0.169162884822
30.0	CSF3R	0.307910943248	0.0	0.0169162881071
30.0	SMAD4	0.307910943248	0.272714418721	0.227513412245
7.0	ATM	0.29201076285	0.128087174336	0.389979941813
7.0	BLM	0.29201076285	0.0	0.106012413951
7.0	CDKN2C	0.29201076285	0.0	0.0209989194067
7.0	MSH2	0.29201076285	0.272714418721	0.291639230582
7.0	MSH6	0.29201076285	0.0	0.0717216344061
7.0	NBN	0.29201076285	0.12	0.190635236102
7.0	PMS2	0.29201076285	0.0	0.0666609406854
7.0	RMI2	0.29201076285	0.0	0.0123681152311
7.0	WRN	0.29201076285	0.0	0.026688932998
37.0	FLT3	0.289553359934	0.0	0.0497267582938
37.0	IKBKB	0.289553359934	0.272714418721	0.321803162642
37.0	PTPN11	0.289553359934	0.0	0.0174043644698
8.0	CBL	0.289306971256	0.0	0.171454784218
8.0	CBLB	0.289306971256	0.0	0.0284171650158
8.0	ERBB2	0.289306971256	0.153496597004	0.210152771208
8.0	FNBP1	0.289306971256	0.0	0.0109107593179
8.0	HRAS	0.289306971256	0.0	0.0198000447444
8.0	LCK	0.289306971256	0.0	0.137890119774
8.0	PDGFRB	0.289306971256	0.272714418721	0.409209767815
8.0	WAS	0.289306971256	0.0	0.0484401368322
1.0	ALK	0.285489068672	0.0	0.162062881593
1.0	BMPR1A	0.285489068672	0.0	0.0241379318766
1.0	ERBB3	0.285489068672	0.133621751212	0.148726092827
1.0	ERBB4	0.285489068672	0.272714418721	0.208140839539
1.0	ETV4	0.285489068672	0.125720142357	0.123540135546
1.0	FGFR1	0.285489068672	0.0	0.0423365964816
1.0	FLT4	0.285489068672	0.0	0.0241379318766
1.0	HSP90AB1	0.285489068672	0.12	1.0
1.0	ITK	0.285489068672	0.0	0.0649832593079
1.0	JAK2	0.285489068672	0.12	0.187233224159
1.0	MDM4	0.285489068672	0.123724241339	0.10761580687
1.0	MPL	0.285489068672	0.0	0.0262126511849
1.0	MYH9	0.285489068672	0.0	0.0557483746713
1.0	NRAS	0.285489068672	0.0	0.103411796055
1.0	NTRK1	0.285489068672	0.0	0.0456002345391
1.0	NTRK3	0.285489068672	0.0	0.0241379318766
