"SUID","__mclCluster","name","PRWP","PRWP_single","score","selected","shared name"
"154","11","GOPC","0.2371895717514912","0.06166851249682284",,"false","GOPC"
"155","11","JUN","0.2371895717514912","0.5414667390155004","0.272714418721","false","JUN"
"99","1","PTPRK","0.28548906867240464","0.15576314939849215","0.12","false","PTPRK"
"244","8","ERBB2","0.2893069712561535","0.21015277120828227","0.153496597004","false","ERBB2"
"360","8","CBL","0.2893069712561535","0.17145478421795127",,"false","CBL"
"842","42","NFE2L2","0.25274701492743756","0.09570553791618404","0.12","false","NFE2L2"
"417","42","RARA","0.25274701492743756","0.1895199622108144",,"false","RARA"
"185",,"SMARCE1",,"0.1292293159120143",,"false","SMARCE1"
"935","38","ERCC4","0.05764597706360332","0.04436126981333009",,"false","ERCC4"
"936","38","FANCG","0.05764597706360332","0.02271907929947511",,"false","FANCG"
"968","1","NTRK1","0.28548906867240464","0.04560023453905785",,"false","NTRK1"
"826","1","PTPRC","0.28548906867240464","0.10913000758716092",,"false","PTPRC"
"1034","1","MPL","0.28548906867240464","0.026212651184940722",,"false","MPL"
"84","1","JAK2","0.28548906867240464","0.1872332241592938","0.12","false","JAK2"
"550","4","EP300","0.268519608819212","0.7864685495114925","0.272714418721","false","EP300"
"447","14","EGFR","0.14694150555743313","0.18872802502033345",,"false","EGFR"
"1174","41","STAT5B","0.6155373866726042","0.36990994670182414","0.272714418721","false","STAT5B"
"128","24","CTNNB1","0.508217725768159","0.4679656704179064","0.202171534977","false","CTNNB1"
"199","1","HSP90AB1","0.28548906867240464","1.0","0.12","false","HSP90AB1"
"707","17","NFKBIE","0.05702019706181466","0.09054904224071024",,"false","NFKBIE"
"1236","37","IKBKB","0.28955335993395304","0.3218031626417168","0.272714418721","false","IKBKB"
"1271","30","CEBPA","0.3079109432483066","0.16916288482166575",,"false","CEBPA"
"1310","27","KDM6A","0.06541310474144874","0.0686439753834498",,"false","KDM6A"
"108","27","KMT2C","0.06541310474144874","0.009610155168847327",,"false","KMT2C"
"1372","8","LCK","0.2893069712561535","0.13789011977380938",,"false","LCK"
"280","3","EZR","0.2497831134815833","0.18489083772269968","0.125448700485","false","EZR"
"163","66","PIK3R1","0.48539870739182117","0.3759796126888562","0.272714418721","false","PIK3R1"
"1139","1","SOCS1","0.28548906867240464","0.12137382103445356",,"false","SOCS1"
"1325","68","ARNT","0.0","0.0",,"false","ARNT"
"1491","68","HLF","0.0","0.0",,"false","HLF"
"512","67","TRIM27","0.10695487442939507","0.014264517428420548",,"false","TRIM27"
"1545","67","TAL1","0.10695487442939507","0.08151153726559451",,"false","TAL1"
"146","57","SUZ12","0.0877623883276861","0.06893820517525281",,"false","SUZ12"
"1265",,"CTCF",,"0.1519669202770743",,"false","CTCF"
"262","4","CASP8","0.268519608819212","0.0625908676629853",,"false","CASP8"
"733","5","IL2","0.36270935540081095","0.1961973846291008","0.122995792115","false","IL2"
