"SUID","__mclCluster","name","PRWP","PRWP_single","score","selected","shared name"
"154","11","GOPC","0.23276279786079307","0.0478863601033136",,"false","GOPC"
"155","11","JUN","0.23276279786079307","0.4442230436723771","0.272714418721","false","JUN"
"99","1","PTPRK","0.32928372799830974","0.13721834026336693","0.12","false","PTPRK"
"244","8","ERBB2","0.38510718593719706","0.18469418483679986","0.153496597004","false","ERBB2"
"360","8","CBL","0.38510718593719706","0.21804922557788467",,"false","CBL"
"842","42","NFE2L2","0.43307194360455653","0.0940018218367471","0.12","false","NFE2L2"
"417","42","RARA","0.43307194360455653","0.33478870631451035","0.272714418721","false","RARA"
"185",,"SMARCE1",,"0.1094830557502301",,"false","SMARCE1"
"935","38","ERCC4","0.06665032114815436","0.04299909698892556",,"false","ERCC4"
"936","38","FANCG","0.06665032114815436","0.022116680038476767",,"false","FANCG"
"968","1","NTRK1","0.32928372799830974","0.04514476441631572",,"false","NTRK1"
"826","1","PTPRC","0.32928372799830974","0.1072255351632624",,"false","PTPRC"
"1034","1","MPL","0.32928372799830974","0.022941550043666412",,"false","MPL"
"84","1","JAK2","0.32928372799830974","0.1638682107915187","0.12","false","JAK2"
"550","4","EP300","0.2042169282023855","0.5402316650587347","0.272714418721","false","EP300"
"447","14","EGFR","0.16897313029890149","0.26910427205588383","0.143684963523","false","EGFR"
"1174","41","STAT5B","0.6417980847824692","0.32880301005636997","0.272714418721","false","STAT5B"
"128","24","CTNNB1","0.5069224867790343","0.3870034022500731","0.202171534977","false","CTNNB1"
"199","1","HSP90AB1","0.32928372799830974","1.0","0.12","false","HSP90AB1"
"707","17","NFKBIE","0.06466519128062798","0.08899740844355969",,"false","NFKBIE"
"1236","37","IKBKB","0.30683224839108014","0.2862433946873434","0.272714418721","false","IKBKB"
"1271","30","CEBPA","0.30606147396967454","0.13986680110393515",,"false","CEBPA"
"1310","27","KDM6A","0.06718391445897726","0.0591801054281662",,"false","KDM6A"
"108","27","KMT2C","0.06718391445897726","0.008285213802433038",,"false","KMT2C"
"1372","8","LCK","0.38510718593719706","0.11355303397987904",,"false","LCK"
"280","3","EZR","0.23530279915376556","0.08441139138797965",,"false","EZR"
"163","66","PIK3R1","0.4779257555034025","0.30885399222479815","0.272714418721","false","PIK3R1"
"1139","1","SOCS1","0.32928372799830974","0.10311838425480818",,"false","SOCS1"
"1325","68","ARNT","0.0","0.0",,"false","ARNT"
"1491","68","HLF","0.0","0.0",,"false","HLF"
"512","67","TRIM27","0.10887673284921369","0.012188889946178326",,"false","TRIM27"
"1545","67","TAL1","0.10887673284921369","0.06965084420882718",,"false","TAL1"
"146","57","SUZ12","0.1133997067806977","0.07477152646989421",,"false","SUZ12"
"1265",,"CTCF",,"0.13025026477822862",,"false","CTCF"
"262","4","CASP8","0.2042169282023855","0.04887823416542633",,"false","CASP8"
"733","5","IL2","0.2827640946222242","0.08741717887372034",,"false","IL2"
"1751","3","MSN","0.23530279915376556","0.08403804701800727",,"false","MSN"
"1765","4","BCL3","0.2042169282023855","0.040252699926525554",,"false","BCL3"
"383","33","VHL","0.15511162245202192","0.11071482524098081",,"false","VHL"
"1362","63","SET","0.3933233228382176","0.24074691915543386","0.272714418721","false","SET"
"89","36","MDM2","0.2344818385765675","0.14826800229141074","0.128001297944","false","MDM2"
"410","19","NCOA2","0.2253384740149911","0.16243417440591956","0.122724350242","false","NCOA2"
"1832","19","NCOA1","0.2253384740149911","0.10845410347778014","0.120271441872","false","NCOA1"
"1868","1","SRSF2","0.32928372799830974","0.04163898869579307",,"false","SRSF2"
"1227","13","DEK","0.12191433344436883","0.03665659046758213",,"false","DEK"
"1919","66","JAK3","0.4779257555034025","0.05039004231468145",,"false","JAK3"
"731","42","GNAQ","0.43307194360455653","0.059502403778565895",,"false","GNAQ"
"1935","4","TCL1A","0.2042169282023855","0.05108539835534652",,"false","TCL1A"
"699","17","CLTC","0.06466519128062798","0.022901651416679516",,"false","CLTC"
