__mclCluster	name	PRWP	score	PRWP_single
1092.0	BRD4	1.0	1.0	0.305401443005
1092.0	PGAM2	1.0	1.0	0.125828972786
1313.0	PLEKHA2	0.917552308935	0.0	0.162921930461
1313.0	PTPN13	0.917552308935	1.0	0.232754533231
626.0	CTGF	0.833261254932	0.0	0.257896190129
626.0	FGFR1OP	0.833261254932	1.0	0.148790828065
626.0	FGFR2	0.833261254932	1.0	0.163177348596
626.0	FGFR3	0.833261254932	1.0	0.148790828065
673.0	LGR4	0.700845230518	0.0	0.213289482788
673.0	RSPO2	0.700845230518	1.0	0.168470786355
673.0	RSPO3	0.700845230518	1.0	0.172923443931
673.0	RSPO4	0.700845230518	0.0	0.0497678472474
769.0	ARNT	0.673017811905	1.0	0.256731638232
769.0	HIF3A	0.673017811905	0.0	0.029952024477
769.0	HLF	0.673017811905	1.0	0.148654963585
717.0	GATA1	0.669816840314	1.0	0.300078599623
717.0	HEY1	0.669816840314	1.0	0.125946215657
717.0	ZBTB22	0.669816840314	0.0	0.00724327654909
1251.0	CXCL14	0.667511924656	0.0	0.00678437750328
1251.0	CXCR4	0.667511924656	1.0	0.281067067311
1143.0	ITGA4	0.665146758387	0.0	0.286157068918
1143.0	LYPLA2	0.665146758387	0.0	0.000674444263648
987.0	BIRC2	0.662806530448	0.0	0.0679467835478
987.0	BIRC3	0.662806530448	1.0	0.217875552166
995.0	PIAS1	0.656265502963	0.0	0.16067065945
995.0	SUFU	0.656265502963	1.0	0.122330986262
1022.0	MBD3	0.601053388906	0.0	0.136508078093
1022.0	TET1	0.601053388906	1.0	0.122684424718
1028.0	ARID1A	0.561149118275	1.0	0.122344168637
1028.0	TOP2A	0.561149118275	0.0	0.119640398958
1245.0	HOXB4	0.558801953063	0.0	0.111154054051
1245.0	MITF	0.558801953063	1.0	0.129818344513
1196.0	JAZF1	0.552875380181	1.0	0.127342075056
1196.0	MAP3K7	0.552875380181	0.0	0.11107460502
1045.0	BCL2A1	0.533196869744	0.0	0.10111615339
1045.0	HMGA2	0.533196869744	1.0	0.128814554448
767.0	GATA2	0.533144711893	1.0	0.162629153928
767.0	NAB1	0.533144711893	0.0	0.0252764053407
767.0	POU2AF1	0.533144711893	1.0	0.156956764411
1200.0	CFH	0.519852752435	1.0	0.166056532409
1200.0	KLK1	0.519852752435	0.0	0.058119786174
993.0	BLM	0.510775341591	1.0	0.210044724882
993.0	MVP	0.510775341591	0.0	0.0102171380483
596.0	AXIN1	0.506164855203	1.0	0.250988084379
596.0	DAB2IP	0.506164855203	0.0	0.0189713634291
596.0	DACT1	0.506164855203	0.0	0.0303158092702
596.0	NIN	0.506164855203	1.0	0.136272104858
