clusters	score	genes
1136	1.0	LZTS1:0.122995792115,CDC25C:0.272714418721
690	0.918902810704	SOX9:0.272714418721,SCX:0.0,CREB3L4:0.272714418721
1004	0.758524309337	MMP14:0.272714418721,MMP13:0.12
1364	0.69307698666	SSTR2:0.272714418721,SSTR3:0.272714418721
1227	0.689177108028	MLNR:0.0,GHRHR:0.272714418721
721	0.671675886965	TAGLN:0.272714418721,RNF14:0.272714418721,TNFAIP3:0.272714418721
1110	0.666772639835	ADAMTS5:0.272714418721,TIMP3:0.272714418721
1359	0.636059086342	GSTA1:0.122724350242,GSTA2:0.272714418721
527	0.585248909289	KLK14:0.272714418721,KLK5:0.128173050727,SPINK5:0.12,CAMP:0.0
1143	0.576075890388	LYPLA2:0.0,ITGA4:0.0
987	0.560691055439	BIRC2:0.0,BIRC3:0.272714418721
1251	0.50984975958	CXCR4:0.272714418721,CXCL14:0.0
711	0.498398366841	TNFRSF11B:0.272714418721,VEGFA:0.169299814715,THBS1:0.0
911	0.493884598503	CADM1:0.272714418721,CRTAM:0.0,ITGB4:0.272714418721
1305	0.474552603135	CDK5R1:0.272714418721,LMTK2:0.146308793637
1007	0.473300645922	TAF9:0.0,EHBP1:0.24
568	0.453500821901	DAXX:0.0,TGFBR3:0.272714418721,ACVR2A:0.272714418721,TCTEX1D4:0.0
719	0.436891686799	AGER:0.272714418721,RHOA:0.272714418721,GMIP:0.0
1005	0.435266188945	F12:0.0,MMP12:0.272714418721
1179	0.4267933429	CSTB:0.0,CTSH:0.272714418721
989	0.421706853175	ZBTB17:0.0,MAGEA4:0.272714418721
1105	0.420415195415	CD33:0.0,MUC2:0.272714418721
585	0.41973159486	LRRC26:0.0,KCNMA1:0.272714418721,KCNMB2:0.0,TBXA2R:0.272714418721
641	0.414025381925	EFEMP2:0.120271441872,FBLN5:0.12,ELN:0.0,SOD3:0.272714418721
680	0.411554990063	PRTN3:0.0,F2R:0.272714418721,F2RL1:0.272714418721
1312	0.401146294542	CTAG1B:0.272714418721,HLA-DRB4:0.0
1148	0.399606466606	ITIH3:0.0,SPINT2:0.272714418721
354	0.398352431023	PGAM5:0.0,RRM2:0.0,DNM1L:0.0,MAGEA1:0.272714418721,SCG3:0.0,MAGEA3:0.272714418721
1133	0.39537939402	CLEC4M:0.0,CEACAM1:0.272714418721
1089	0.39282185848	ALOX12:0.272714418721,KRT85:0.0
1370	0.390175223295	ERAL1:0.0,ALOX15B:0.272714418721
1380	0.386029260276	TRIM69:0.0,RECK:0.272714418721
1012	0.385085555243	PDP2:0.0,PRKCD:0.272714418721
1219	0.379238507038	ALG10:0.0,KCNH2:0.272714418721
1344	0.376532388806	KPNA5:0.0,SKP2:0.272714418721
1082	0.3734154072	A2M:0.272714418721,SPACA3:0.0
340	0.363726428064	AR:0.28,TSPY1:0.272714418721,MAK:0.272714418721,PKLR:0.0,KMT2A:0.0,HHAT:0.0
1009	0.3619030077	KL:0.0,IGF1R:0.272714418721
1142	0.360228358873	RCVRN:0.0,TOP1:0.272714418721
576	0.359243901412	TIMP4:0.122995792115,CCL13:0.0,MMP1:0.272714418721,CXCL6:0.0
1330	0.356265649625	ITGAV:0.272714418721,IL32:0.0
895	0.353355164031	GPD2:0.272714418721,FAF2:0.12,LPCAT1:0.0
797	0.351792095228	CNOT2:0.0,CNOT7:0.0,SCARA3:0.272714418721
1276	0.351687720168	WIF1:0.272714418721,WNT11:0.0
816	0.347787457815	SHBG:0.12,LRP2:0.122724350242,M6PR:0.12
1032	0.346194091389	SMAD4:0.272714418721,ZMIZ1:0.0
1071	0.344162300147	FBLN2:0.0,ITGB3:0.136346101455
358	0.34294130488	TMEM173:0.0,STAT6:0.272714418721,IFI16:0.272714418721,ACSL3:0.272714418721,SLC39A14:0.0,TRIM56:0.0
1092	0.338274825399	BRD4:0.12,PGAM2:0.12
1139	0.336813179039	GSTO1:0.12,GSTT1:0.140365528884
1207	0.336802283483	PAPPA2:0.0,IGFBP5:0.272714418721
1140	0.332435057096	BMI1:0.272714418721,FOXS1:0.0
594	0.327686306165	GSPT1:0.0,RNASEL:0.364343069953,NPHS2:0.0,IQGAP1:0.0
862	0.327253808	TLR5:0.12,PRKD1:0.272714418721,IRAK1:0.0
139	0.327214320706	ADCYAP1:0.272714418721,TAC1:0.0,VIP:0.125448700485,NPPB:0.0,DPP4:0.272714418721,GHRH:0.272714418721,PYY:0.0,FAP:0.0,AVPR1A:0.0,GCG:0.0,GIP:0.0
650	0.326966609185	RXFP1:0.0,AKAP5:0.0,RLN1:0.272714418721,GABRB3:0.0
652	0.325997513936	ASXL1:0.0,RARB:0.272714418721,ZNF423:0.0,EBF2:0.12
310	0.323718334725	MMP10:0.0,MMP9:0.142880569428,CXCL1:0.0,MMP26:0.272714418721,HAPLN1:0.0,CXCL2:0.0
1199	0.319748005985	LEF1:0.272714418721,NRARP:0.0
902	0.3196886018	TXNIP:0.272714418721,APOBEC1:0.0,KPNA2:0.0
1156	0.317520691255	ADAM10:0.272714418721,OR4S2:0.0
1319	0.314172799551	BMP4:0.272714418721,GREM2:0.0
1311	0.313625223538	CD1B:0.0,PSAP:0.272714418721
1014	0.309487015138	PSAT1:0.0,TIMP2:0.272714418721
1334	0.306430799301	PSD2:0.0,PMS2:0.272714418721
1217	0.306396077382	GFI1:0.272714418721,U2AF1L4:0.0
399	0.306226900857	RUNX2:0.272714418721,PIN1:0.272714418721,SULT4A1:0.0,PPM1D:0.0,GPHN:0.0
1196	0.305948283647	MAP3K7:0.12,JAZF1:0.122367031979
1278	0.303252220221	MND1:0.0,PSMC3IP:0.12
723	0.302213255236	HSPD1:0.272714418721,BCL2L13:0.0,SLC25A4:0.0
1061	0.301938214867	TAF1C:0.0,SET:0.272714418721
995	0.298174613784	PIAS1:0.272714418721,SUFU:0.0
1046	0.295707604962	SCYL3:0.0,CD44:0.272714418721
717	0.292850190158	ZBTB22:0.0,HEY1:0.272714418721,GATA1:0.0
